canonical,activity
Nc1ncnc2nc(-c3ccc(CN4CCC(n5cnc6c(N)ncnc65)CC4)cc3)c(-c3ccccc3)cc12,1
CCC(C)[NH+]=C(N)SCC(=O)N(C)CC(=O)Nc1ccccc1Cl,0
CCn1c(-c2nonc2N)nc2cncc(OC3CCNCC3)c21,1
CC[NH+]1C(SCC(=O)Nc2nc(C)cs2)NNC1c1ccccc1O,0
CC(C)[NH+](CC(N)=O)CC(=O)Nc1ccc(I)cc1,0
Cc1cccc(C)c1NC(=O)CNC(=O)C(C)[NH+](C)CC(=O)NC(C)C,0
COc1cc(-c2cn(CCN3CCC3)c(C3CCN(c4ncnc(N)c4C#N)CC3)n2)ccc1F,1
Oc1ccccc1-c1ccc(C(CNCl)N2CC[NH2+]C(c3ccccc3O)C2)cc1,0
CC([NH3+])(CCOc1c(Br)cc([N+](=O)[O-])cc1Br)C(N)=O,0
Cc1ccc(C(C)NC(=O)C2CN(C(=O)c3cccc(Cl)c3)CC23CC[NH2+]CC3)cc1,0
CCC(=O)N1CCN(C(=O)Nc2sc3c(c2C(N)=O)CC(C)(C)OC3)CC1,0
CC(C(=O)NC(=O)NC12CC3CC(CC(C3)C1)C2)N1CC[NH+](C(C)C(=O)NC2CC2)CC1,0
COc1ccc2c(c1)=C(CCNC(=O)C1NN(c3ccccc3)NC1C)C[NH+]=2,0
N#CC1(C#N)C(C(=O)C23CC4CC(CC(C4)C2)C3)C1c1cc2c(cc1Cl)OCO2,0
O=C1NCC(CCC(=O)N2CCCC2)[NH+]2CC(NC(=S)Nc3ccc(-n4cccn4)cc3)CC12,0
Cc1cccc(C)c1NC(=O)C1=CC2=[NH+]C(C3CC3)CC(C(F)(F)F)N2N1,0
CN(Cc1cc(Br)cs1)c1ccc(Cl)cc1C(N)=[NH2+],0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(OCCO)c1,1
CC[NH+]1CCc2c(sc(-n3cccc3)c2C(C)NC(=O)Nc2ccc(C)c(C)c2)C1,0
CCOC(=O)c1ccc(NC(=S)NNC(=O)c2ccc(COc3ccc(C)cc3[N+](=O)[O-])o2)cc1,0
CCn1c(CN(C)Cc2nc3ccccc3c(=O)[nH]2)nc2cc(S(=O)(=O)N3CCCCC3)ccc21,0
CC(C)[NH2+]CC(=O)Nc1ccc(NS(C)(=O)=O)c(Cl)c1,0
COc1ccccc1NC(=O)c1cc2c(CO)cnc(C)c2oc1=[NH+]c1cccc(C(N)=O)c1,0
Nc1ncccc1-c1nc2cc(-c3ccccc3)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,1
CCC1CN(S(=O)(=O)c2ccc3c(c2)N(C(C)=O)CC(C)S3)c2cc(C)ccc2O1,0
Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)C)CC2,1
Nc1nc(N)c2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc2n1,1
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cc(F)ccc1O,1
CCCOc1ccc(C(O)CC[NH+](C)C2CCCCC2)cc1N,0
CC(C)CCCC(C)NC(=O)C1C[NH2+]CC1C(=O)NCc1cc(F)ccc1F,0
CCOc1cc(C[NH3+])cc(Br)c1OCCc1scnc1C,0
COc1nn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CCC(c5n[nH]c(-c6cccc(C)n6)n5)CC4)cc3)nc2c1CO,1
COc1cccc(NC(=S)N(Cc2ccccc2)C2CC(C)(C)[NH2+]C(C)(C)C2)c1,0
N#Cc1c(N)ncnc1N1CCC(c2nc(-c3ccc(F)c(C(F)(F)F)c3)cn2CCNCC2CC2)CC1,1
CC[NH+](CC)CCNC(C)(C(N)=O)c1ccc(F)c(Br)c1,0
CC(C)[NH+](CC(N)=O)C(C)C(=O)c1ccc(Br)cc1,0
O=C(O)c1ccc2nc(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)c(-c3ccccc3)nc2c1,1
NC(=[NH+]N=Cc1cc(Br)ccc1OC(=O)c1ccccc1)c1nonc1N,0
CC(C)(C)NC(=O)C[NH+]1CC(O)CC1C(N)=O,0
COc1ccc(S(=O)(=O)C(CNC(=O)Nc2ccc(Cl)c(Cl)c2)c2ccc(N(C)C)cc2)cc1,0
CCOc1c(Cl)cc(C(=O)Oc2ccc3c(c2)OC(N)=C(C#N)C3c2ccccc2F)cc1Cl,0
COc1ccc(CCN2C(C)C(C)C(C3[NH+]=c4ccccc4=[NH+]3)C2NC(=O)c2ccco2)cc1,0
COC(=O)c1ccccc1N(C)c1nc[nH+]c(Nc2ccc(C(C)C)cc2)c1N,0
CC(C)[NH2+]C(C)(CCCSc1ccccc1Cl)C(N)=O,0
Cc1[nH]ncc1CCC[NH2+]Cc1cc(Br)c(Br)o1,0
CC1(C)CC(Nc2ncnc(Oc3ccc(Br)cc3)c2N)CC(C)(C)[NH2+]1,0
CC[NH+](CC)CCOc1ccc(CNS(=O)(=O)c2ccc(N)cc2)cc1,0
CSNCC(c1ccc(-c2ccccc2O)cc1)N1CC[NH2+]C(c2ccccc2O)C1,0
O=C1[NH+]=c2ccc(Cl)cc2=C(c2ccccc2)C1C1=NN(C(=O)c2ccco2)C(c2ccccc2F)C1,0
O=C(CN1CN(c2ccccc2)C2(CCN(C(=O)NC34CC5CC(CC(C5)C3)C4)CC2)C1=O)N1CCCC1,0
COc1ccc(CC(N)C(=O)N2CCN(c3ncnc4ccccc34)CC2)cc1,1
N#Cc1cccc(-c2cnc3cc(-c4ccccc4)c(-c4ccc(C5(N)CCC5)cc4)nn23)c1,1
CC(C)NC(=O)C1CC(Sc2nc3ccccc3[nH]2)C[NH+]1C1Cc2ccccc2C1,0
Cc1cccc(C(=O)N2CC(C(=O)NC(C)CCCC(C)(C)O)C3(CC[NH2+]CC3)C2)c1,0
CC([NH3+])C(=O)N1CC(C(N)=O)Oc2ccccc21,0
CC(NS(=O)(=O)c1ccc(C#CCO)cc1)c1ccsc1,0
O=C(NCCOc1ccccc1)C1C(O)CCC2C[NH+]3CCc4c([nH]c5ccccc45)C3CC21,0
c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1,1
CNC(=O)c1ccc(NC(=O)NCCC[NH+](C)Cc2ccccc2)c(C)c1,0
COc1ccc(-c2n[nH]cc2C[NH2+]CCC2CC3C=CC2C3)c(F)c1,0
O=C(Cc1nc(N2CCOCC2)cc(=O)[nH]1)Nc1cccc(Cl)c1,1
COc1cc(CCNC(=O)C2CN(C(=O)c3cccc(Cl)c3Cl)CC23CC[NH2+]CC3)cc(OC)c1,0
NS(=O)(=O)c1cc2c(cc1Cl)NC(c1ccc3ccccc3c1)NS2(=O)=O,0
CC1OCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC(C)(C)N)CC3)c21,1
COc1cccc(C(=O)NCC(C2=c3ccccc3=[NH+]C2)c2ccccc2Cl)c1OC,0
NC(=O)C1CCN(C(=O)NCC2CCC[NH+]2CC2CCCCC2)C1,0
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(F)c4)cn3CCN3CCCC3)CC2)c1Br,1
COc1cccc(C(C(=O)NC(C)(C)CC(C)(C)C)N(C(=O)c2cccc(O)c2O)C(C)(C)C)c1,0
CNC(=O)NC(=O)C[NH+](CC(=O)NC(=O)NC)C1CC1,0
O=C(Nc1ccccc1F)N1CC[NH+](CCN(Cc2ccc(F)cc2)C(=O)c2cccc(Cl)c2)CC1,0
CC(C)CN1CCC(C(NC(=O)c2ccc3cnccc3c2)c2ccc(Cl)c(Cl)c2)CC1,1
Cn1ncc(Br)c1-c1cc(C(=O)NC2CNCCC2c2ccc(Cl)cc2)n(C)c1Br,1
CC([NH2+]CC(=O)N(Cc1ccco1)C1CCS(=O)(=O)C1)c1ccc(S(N)(=O)=O)cc1,0
Cc1ccc(S(=O)(=O)N=C2[NH+]=c3ccccc3=[NH+]C2Nc2ccc3c(c2)OCCO3)cc1C,0
O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc2ccccc12,1
CCc1ccccc1NC(=O)C[NH+](C)CC(=O)NC(=O)NCCOC,0
NS(=O)(=O)c1ccc(NC(=O)CSC2[NH+]=c3cc(Br)cnc3=[NH+]2)cc1,0
CC(NC1C[NH+]2CCC1CC2)c1ccc(S(N)(=O)=O)cc1,0
CCOc1ccc(Nc2sc(C(=O)c3ccc(C)cc3C)c(N)c2S(=O)(=O)c2ccccc2)cc1,0
Cc1ccc(Cl)cc1N(CC(=O)Nc1cccc(N(C)S(C)(=O)=O)c1)S(=O)(=O)c1ccccc1,0
CCC(C)(C)C1CCC2(CC1)NC(=O)N(CC(=O)NNC(=O)C(C)Oc1ccccc1F)C2=O,0
NNc1nc(NN)c2c([nH+]1)CC1=C2CC(c2ccccc2)SC1c1ccccc1,0
COc1ccc(-c2nc3cc(C(C)C)ccc3o2)cc1NC(=S)NC(=O)c1ccc(OC)c(OC)c1,0
CC1SCc2ncnc(N3CCN(C(=O)C(N)Cc4ccc(F)cc4)CC3)c21,1
O=S(=O)(Nc1cc(-c2ccc3nccn3n2)cnc1Cl)c1ccc(F)cc1,1
O=C(C=Cc1ccccc1)N(CCC[NH+]=c1cc(O)oc2ccccc12)Cc1ccccc1,0
O=C(NNC1=c2cc([N+](=O)[O-])ccc2=[NH+]C1=O)C(=CC=Cc1ccccc1)NC(=O)c1ccccc1,0
COCC(O)C[NH+](C)CC(=O)Nc1c(Br)cc(Br)cc1Br,0
CC(=NNC(=N)N)c1cc(NC(=O)c2cccc(C(=O)Nc3cc(C(C)=NNC(=N)N)cc(C(C)=NNC(=N)N)c3)c2)cc(C(C)=NNC(=N)N)c1,1
CCc1ccc(S(=O)(=O)NC2C[NH+]3CCC2CC3)cc1N,0
Oc1c(Br)cc(Br)cc1C=NN1C(=S)[NH+]=NC1c1ccc(Cl)cc1,0
CN(CC(F)(F)F)S(=O)(=O)c1ccc(C#CC[NH3+])cc1Cl,0
O=C(c1cccs1)N1CCC2(CC1)OCCN2S(=O)(=O)c1cccs1,0
CC(CC(=O)N1CCOCC1)[NH2+]C(C)C(O)c1ccc(O)cc1,0
CC1(C)CC(N2CN(C3CC(C)(C)N(O)C(C)(C)C3)C[NH+](C3CC(C)(C)N(O)C(C)(C)C3)C2)CC(C)(C)N1O,0
Cc1cc(O)oc2cc(=[NH+]CC(=O)Nc3ccc(C(F)(F)F)cc3)ccc1-2,0
COc1ccccc1CNC(=O)C(NC(=O)C1CCN(C(=O)C([NH3+])CCSC)CC1)C(C)C,0
O=C(NCCOc1ccccc1)C1C[NH2+]CC1C(=O)NC1CCCc2ccccc21,0
NCC(NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1,1
C[NH+]1CCc2c(sc3c2C(O)=NC(c2ccc(OC(=O)c4ccc5c(c4)OCO5)cc2)N3)C1,0
CCC([NH3+])C(c1ccccc1Br)N(CC(F)(F)F)C(C)C,0
CCC[NH+]1Cc2cccc(NC(=O)C(=O)NCC(C)(C)[NH+]3CCCCC3)c2C1,0
COc1ccc(C(=O)Nc2ccccc2C(=O)NC(C(=O)NNC(=O)c2ccccc2)C(C)C)cc1,0
CC[NH+]1CCN(CC(O)COc2ccc(C[NH2+]C3CCC(O)CC3)cc2OC)CC1,0
NC(COc1cncc(-c2ccc3nnccc3c2)c1)Cc1c[nH]c2ccccc12,1
CCC(Sc1nc2n[nH]c(C)c2c(=[NH2+])n1-c1ccc(C)c(Cl)c1)C(=O)NCc1ccco1,0
CCOc1ccc(NS(=O)(=O)c2ccc(CC[NH3+])s2)cc1,0
CCOC(=O)C1=C(C[NH2+]C(C)C23CC4CC(CC(C4)C2)C3)NC(=O)NC1c1cc(C)ccc1C,0
CCC(C)n1c(N)c(CN2CC[NH+](C)CC2)c(=O)[nH]c1=O,0
Cc1ccc(C)c(NC(=O)CN(Cc2ccccc2)S(=O)(=O)c2ccc(Br)cc2)c1,0
CC([NH2+]C(C)c1ccc(Cl)cc1)C(=O)Nc1sccc1C(N)=O,0
CCCC(C)([NH3+])C(=O)Nc1ccc(Br)cc1Br,0
CCOc1ccccc1NC(=O)CSc1nc2n[nH]c(C)c2c(=[NH2+])n1-c1ccccc1Cl,0
Cc1cnn(C)c1-c1ccc(C(=O)NC2CNCCC2c2cccc(F)c2)s1.Cl,1
Cc1c[nH]c2ncnc(N3CCC(N)(CNC(=O)c4ccc(Cl)cc4)C3)c12,1
Nc1ncnc(N2CCC(c3nc(-c4ccc(F)c(C(F)(F)F)c4)cn3CCN3CCC3)CC2)c1[N+](=O)[O-],1
CCCCC(C)C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1,0
Cc1cc(C)cc(NCc2ccc3[nH+]c(NCC(O)CO)n(Cc4[nH+]c(C)ccc4[O-])c3c2)c1,0
CCCCNC(=O)NC(=O)CSc1nc2ccccc2c(=O)n1CC[NH+](C(C)C)C(C)C,0
NC(COc1cncc(-c2ccc3[nH]nc(N4CCOCC4)c3c2)c1)Cc1c[nH]c2ccccc12,1
O=C(Nc1ccccc1)C1CC(=O)N(CCCc2ccccc2)C(=Nc2cccc(Cl)c2)S1,0
Nc1ncnc(N2CCC(c3nc(-c4ccc(C(F)(F)F)c(F)c4)cn3CCN3CCCC3)CC2)c1Br,1
CCOC(=O)C1CC[NH+](C(c2cccc(Cl)c2)c2c(NC(C)=O)sc3c2CCCC3)CC1,0
Cc1ccc(C=CC2=Cc3c(sc(NC(=O)CSc4nnc(N)s4)c3C#N)C(C)(C)C2)o1,0
CCN(CC)c1nc2c(c(=O)n(C)c(=O)n2C)n1CCC[NH2+]CC(O)c1ccc(O)c(O)c1,0
COC1=CC(=CNNC(=O)C2COc3ccccc3O2)C=C(Cl)C1=O,0
CC(c1ccc(S(N)(=O)=O)cc1)[NH+](C)CC(=O)NCCCc1ccccc1,0
CN(C)C(=O)c1ccc2c(c1)OCn1c-2nc(-c2ccc(C3(N)CC(C)(O)C3)cc2)c1-c1ccccc1,1
O=C(C1CC=CCC1C(=O)N1CCN(c2c(Cl)cncc2Cl)CC1)N1CCN(c2cccc[nH+]2)CC1,0
CCC(C)CC(=O)N1CC(C(=O)NC2C[NH+]3CCC2CC3)C2(CC[NH2+]CC2)C1,0
Cc1ccc(C(C)[NH+](C)Cc2csc(-c3ccc(C(N)=O)cc3)n2)cc1,0
CC(C)(C)CC(C)(C)Nc1c(-c2ccc(OS(=O)(=O)c3ccccc3)cc2)[nH+]c2ccccn12,0
CC1CC[NH+](CC(O)CNC(=O)NC(C)c2ccc(Br)cc2)CC1,0
CCc1c(N)ncnc1N1CCC(c2nc(-c3ccc(Cl)cc3)cn2CCN2CCCC2)CC1,1
O=C(NN=Cc1ccc(OC(=O)c2ccccc2)c([N+](=O)[O-])c1)c1cccc(Br)c1,0
COc1cc2c(cc1O)CC[NH+](CC1C(=O)OC3CC4(C)CCCC(C)C4=CC31)C2C,0
NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,1
CCNC(=O)C(C)NC(=O)C(C)Sc1ccc(Br)cc1,0
CC(NC(=O)NC1CC(C)(C)[NH2+]C(C)(C)C1)c1cccc(N2CCCC2=O)c1,0
CC1(C)CC([NH2+]Cc2cc3ccccc3[nH]2)C2CNN(c3ccc(F)cc3)C2C1,0
CCOCC(=O)NNC(=O)NCC(C)(C)[NH+]1CCCC(C)C1,0
NC(=O)c1cccc([NH+]=c2oc3ccc(Br)cc3cc2-c2nc3ccccc3[nH]2)c1,0
O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,1
CC1=c2c([O-])nn(C)c2=NC(=O)C1CCC(=O)NCCc1ccc(-n2nc(C)cc2C)cc1,0
O=C(NCCC1=c2ccccc2=[NH+]C1)C1=NNSC1NC(=O)N1CCN(c2cccc[nH+]2)CC1,0
CC1[NH+]=c2ccccc2=C1C(=O)C(C)N1CCN(C(=O)C2COc3ccccc3O2)CC1,0
O=C(NCC(F)(F)F)C1CCCC(C(=O)NCC(F)(F)F)C1,0
CCC[NH2+]C(c1cc2[nH]c(=O)[nH]c2cc1Br)C1CCC1,0
NC1(c2ccc(-c3nnc4n3-c3cc(-c5ccccc5)cnc3Nc3ccccc3-4)cc2)CCC1,1
Cc1ccc(S(=O)(=O)N(Cc2c(-c3ccc(F)cc3)noc2N2CC[NH+](C)CC2)CC2CCCO2)cc1,0
C[NH+](Cc1cc(C(C)(C)C)cc(Br)c1O)Cc1cc(C(C)(C)C)cc(Br)c1O,0
O=C1Nc2cc(F)cc(F)c2C1[NH2+]C1CCOCC1,0
CCN(CC)c1ccc(CNC(=O)NCC2(O)CCCc3ccccc32)c[nH+]1,0
CCCCN(C(=O)C[NH+]1CC(C)CC(C)C1)c1c(N)n(CC(C)C)c(=O)[nH]c1=O,0
Cc1[nH+]nc(N(C)C2CCS(=O)(=O)C2)c(C(N)=NO)c1C,0
O=C(NCC[NH+]1CCN(c2ccccc2)CC1)C(=O)c1cn(CC(=O)N2CCCCC2)c2ccccc12,0
Cc1cc(OCC(O)C[NH2+]C2CCCC(C)C2C)c(C(C)C)cc1Cl,0
COC(=O)c1cnn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CCC(c5n[nH]c(-c6cccc(C)n6)n5)CC4)cc3)nc12,1
CN1CCc2c(C#N)c(N3CCCCC3)nc(N3CCCCC3)c2C1,0
CCc1cccc(C)c1NC(=O)Cn1c(NCC(C)O)[nH+]c2ccccc21,0
CCC1CCCCN1S(=O)(=O)c1ccc(C(=O)N(CC[NH+](C)C)c2nc3ccc(OC)cc3s2)cc1,0
COc1cc(OC)cc(C(=O)NC(C)C(=O)N2CCC3(CC2)NCCc2[nH]c[nH+]c23)c1,0
CNC(=O)C1C(=NNc2ccc(Cl)cc2)C[NH+](C2CCCCC2)C1C(=O)NC,0
CC([NH2+]C(C)c1ccc(C(C)(C)C)cc1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,0
O=C(CC1C(=O)NCC[NH+]1Cc1ccccc1F)NCc1cc2cc(Cl)ccc2[nH]1,0
CC(C)C[NH2+]CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)C[NH2+]C(C)(C)C)cc2)cc1,0
CCOC(=O)C(CC1=c2ccccc2=[NH+]C1)NC(=O)CCC(=O)Nc1ccc(S(N)(=O)=O)cc1,0
NC(=[NH2+])c1cc(Cl)ccc1Oc1cccc(Br)c1,0
NC(=O)C([NH2+]Cc1cccs1)(c1ccc(Cl)cc1)C1CC1,0
CC(c1nc2ccccc2c(=O)[nH]1)N(CCCCCC[NH3+])C(=O)c1ccc(F)cc1,0
COc1ccc(C)cc1Nc1[nH+]cnc(N(C)c2ccccc2)c1N,0
COc1ccc2c(c1)=C(CCNC(=NC(=O)Nc1cccc(Cl)c1)Nc1nc(C)cc(C)n1)C[NH+]=2,0
O=C1N=C([O-])C(=Cc2ccc(SC3[NH+]=c4ccccc4=[NH+]3)o2)C(=O)N1c1ccc(Br)cc1,0
NC(=[NH2+])c1c(F)cccc1OCc1sccc1Br,0
Nc1ncccc1-c1nc2ccc(-c3cccnc3)nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,1
N#CCN(CC#N)c1ccc(N)cc1C(=O)[O-],0
CC1(c2cccc([N+](=O)[O-])c2)NC(=O)N(CC[NH3+])C1=O,0
C[NH+](C)C(C)(C)CNC(=O)CNC(=O)NCc1ccco1,0
CNC(=O)NC(C)(C)C(=O)NCc1ccccc1C[NH+]1CC(C)CC(C)C1,0
CCCCC(NC(N)=O)C(=O)N1CC([NH+](C)C)Cc2ccccc21,0
CC[NH+]1CCN(C(c2cccs2)C(C)[NH+]=C([S-])NC2CCCCC2)CC1,0
CCOc1ccc(C2C3[NH+]=c4ccccc4=C3CCN2C(=O)c2cc3cc(Br)ccc3o2)cc1,0
CCOc1cccc(C2CC(c3ccc(C)c(C)c3)=NC3(CC[NH+](C)CC3)N2)c1O,0
CC(OC(=O)c1ncc[nH]c1=[NH2+])C(=O)Nc1ccccc1C#N,0
Cc1cc(Br)c(NC(=O)C[NH+](C)CCOc2ccccc2F)c(Br)c1,0
NC(NCCc1cc(Br)ccc1F)=[NH+]Cc1ccco1,0
CCC[NH2+]Cc1cc(Br)c(OC(C)C(N)=O)c(OCC)c1,0
C[NH+](CC(=O)Nc1sccc1C(N)=O)Cc1ccc(-c2ccc(Br)cc2)o1,0
Cc1ccc(C(C)[NH2+]CC(=O)Nc2ccc(Br)cc2)o1,0
Cc1ccc(N2C(=O)NC(=O)C(=CNCCN3CC[NH2+]CC3)C2=O)cc1,0
O=S(=O)(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,1
CC(C)(C)C1CCc2c(sc(NC(=S)NC(=O)c3ccc4ccccc4c3)c2C(N)=O)C1,0
CC(C)CNC(=O)NC(=O)CN1C(=O)NC(C)(c2ccccc2)C1=O,0
NS(=O)(=O)c1cccc(NC(=O)c2ccc(NC(=O)C[NH+]3CCCC3c3cccs3)cc2)c1,0
C[NH+]1CCCCC1CNS(=O)(=O)c1ccc(Br)cc1N,0
COc1cc(C2CC(=O)Nc3cc4c(cc32)OCO4)ccc1O,0
CCOc1cccc2c1-c1nc(-c3ccc(C4(N)CC(C)(O)C4)cc3)c(-c3ccccc3)n1CO2,1
CC(C)[NH+](CC(N)=O)CC(=O)Nc1ccccc1I,0
CC1CC(C(=O)NCC2([NH+](C)Cc3ccccc3)Cc3ccccc3C2)NC(=S)N1,0
O=[N+]([O-])c1cc(S(=O)(=O)N2CCCC2)ccc1Sc1nnc(NCC2CCCO2)s1,0
