canonical,activity
NCc1cc(C(F)(F)F)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
Cc1cc(C)nc(CN(CCCCN)C2CCCc3cccnc32)c1,1
N=C(N)NCCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCN=C(N)N)NC1=O,1
COc1ccc(NC(=O)NCCc2ccc3c(n2)NCCC3)cc1OC,1
NCCCCN(CC1CN(S(=O)(=O)c2ccccc2)CCN1)C1CCCc2cccnc21,1
COc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,1
NCc1ncccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCc1cocc1N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
CN1C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CNC(=O)C1Cc1ccc(O)cc1,1
CN(C(=NC1CCCCC1)SCC1=CSC2=NCCN12)C1CCCCC1,1
CN1CCCN(N(Cc2ccncn2)C2CCCc3cccnc32)CC1,1
CC1NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC1=O,1
CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc3ccccc3c2)NC1=O,1
CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc3ccccc3c2)NC1=O,1
NCCCCN(Cc1nccc2c3ccccc3n(CCCN)c12)C1CCCc2cccnc21,1
NCCCCN(Cc1nccc2c3ccccc3n(CC3CC3)c12)C1CCCc2cccnc21,1
NCCCCN(Cc1nccc2c3ccccc3n(CC(=O)O)c12)C1CCCc2cccnc21,1
CC(C)(C)OC(=O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
CC1CN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)C4CCCc5cccnc54)c32)CC(C)O1,1
NCCCCN(Cc1nccc2c3ccccc3n(CCCN)c12)C1CCCc2cccnc21,1
NCCCn1c2ccccc2c2ccnc(CNC3CCCc4cccnc43)c21,1
NCCCCN(Cc1nccc2c3ccccc3n(CCO)c12)C1CCCc2cccnc21,1
Cc1cccnc1CN(CCCCN)Cc1nccc2c3ccccc3n(CC(=O)N3CCOCC3)c12,1
NCCCCN(CC1CN(Cc2ccccc2)CCN1)C1CCCc2cccnc21,1
C=Cc1cccnc1CN(CCCCN)CC1Cc2ccccc2CN1,1
NCCCCN(Cc1ccc(F)cn1)CC1Cc2ccccc2CN1,1
CC(C)N(CC1Cc2c(cccc2N2CCNCC2)CN1)C1CCCc2cccnc21,1
Cc1cnc(CN(C)CC2Cc3c(cccc3N3CCNCC3)CN2)c(C)c1,1
CCN1CCN(c2cccc3c2CC(CN(C)C2CCCc4cccnc42)NC3)CC1,1
CN(CC1Cc2c(cccc2N2CCN(c3ccccn3)CC2)CN1)C1CCCc2cccnc21,1
CN(CC1Cc2c(cccc2N2CCN(Cc3ccccn3)CC2)CN1)C1CCCc2cccnc21,1
CN1CCN(c2cccc3c2CC(CN(C)C2CCCc4cccnc42)N(C)C3)CC1,1
c1cc2nc(c1)CNCCN(Cc1ccc(CN3CCNCc4cccc(n4)CNCC3)cc1)CCNC2,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCC2)N2CCCN=C2S1,1
CC1(C)CN2C(CSC(=NC3CCCCCC3)NC3CCCCCC3)=CSC2=N1,1
NCCCCN(CC1CN(C(=O)c2ccco2)CCN1)C1CCCc2cccnc21,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCN=C(N)N)NC1=O,1
NCc1cc(C(=O)O)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCc1cocc1N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
Clc1ccccc1CN1CCC(CNCc2ccccc2)CC1,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
c1ccc(CN(Cc2ccc3c(CN4CCCNCCNCCCNCC4)cccc3c2)Cc2ccccn2)nc1,1
CC1(C)CN2C(CSC(=NC3CCCCC3)NC3CCCCC3)=CSC2=N1,1
Clc1ccccc1CN1CCC(CNCc2ccccc2)CC1,1
Cc1cccc(CNCC2CCN(Cc3c(Cl)cccc3Cl)CC2)c1,1
Clc1ccccc1CN1CCC(CNCc2ccccc2)CC1,1
Clc1ccccc1CN1CCC(CNCc2cccc(-c3ccccc3)c2)CC1,1
CCCN(CCC)CCCCN(C)Cc1ccc(CN(Cc2ncc[nH]2)Cc2nccn2C)cc1,1
CC1CCCCN1CCCNCc1ccc(CNCCCN2CCCCC2C)cc1,1
NCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
CN1CCN(c2cccc3nc(CN(C)C4CCCc5cccnc54)c(CO)n23)CC1,1
CC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
NCC1CCC(CN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
NC1CCC(N(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
CCCN(CCC)CCCCN(C)Cc1ccc(CN(Cc2ncc[nH]2)Cc2nccn2C)cc1,1
NCCCCN(Cc1cccc(N)n1)C1CCCc2cccnc21,1
NCCCCN(Cc1ncccc1N)C1CCCc2cccnc21,1
NCCCCN(Cc1ncccc1N)C1CCCc2cccnc21,1
Cc1cccnc1CN(CCCCN)C(C)c1ccccn1,1
CN1CCN(c2cccc3nc(CN(C)C4CCCc5cccnc54)c(CO)n23)CC1,1
CC(c1ccccn1)N(CCCCN)Cc1ncccc1C(F)(F)F,1
Cc1cnc(CN(CCCCN)C2CCCc3cccnc32)c(C)c1,1
CN1CC(=O)NC(Cc2ccc3ccccc3c2)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc(O)cc2)C1=O,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCN=C(N)N)NC1=O,1
CN1CCN(c2cccc3nc(CN(C)C4CCCc5cccnc54)c(CO)n23)CC1,1
Fc1cnc(Cl)nc1NCc1ccc(CNc2ccnc(NCCN3CCOCC3)n2)cc1,1
CC1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc(O)cc2)NC1=O,1
CCc1ccc(NCc2cccc(CNc3ccc(CC)cc3)n2)cc1,1
NCc1ccccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCC=CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCCCC(=O)N(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
N=C(N)NCCCC1NC(=N)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=N)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
CC1(C)CN2C(CSC(=NC3CCCCC3)NC3CCCCC3)=CSC2=N1,1
CN(Cc1nccc2c3ccccc3n(CCN)c12)C1CCCc2cccnc21,1
CCN(Cc1nccc2c3ccccc3n(CCCN3C(=O)c4ccccc4C3=O)c12)C1CCCc2cccnc21,1
NCCCCN(Cc1nccc2c3ccccc3n(Cc3ccncc3)c12)C1CCCc2cccnc21,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc3ccccc3c2)NC(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC1=O,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCC2)N2CCN=C2S1,1
NCCCCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
NCCCCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
C#CCn1c2ccccc2c2ccnc(CN(CCCCN)C3CCCc4cccnc43)c21,1
Cc1cnc(CN(CCCCN)CC2Cc3ccccc3CN2)c(C)c1,1
NCCCCN(Cc1nccc2ccccc12)CC1Cc2ccccc2CN1,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
C1=C(CSC(=NC2CCCCC2)Nc2ccccc2)N2CCN=C2S1,1
CC1(C)CN2C(CSC(=NC3CCCCCC3)NC3CCCCCC3)=CSC2=N1,1
C1=C(CSC(=NC2CCCCC2)NC2C3CC4CC(C3)CC2C4)N2CCN=C2S1,1
N=C(NCCCCN(CCCNC(=N)Nc1ccc2ccccc2c1)C(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
CN1CCN(c2ccnc(CN(C)C3CCCc4cccnc43)c2)CC1,1
CC(C)(C)OC(=O)Cn1c2ccccc2c2ccnc(CN(CCCCN)C3CCCc4cccnc43)c21,1
CCOc1nc(CN(C)C2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,1
CC1=C(C)C(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc2ccc3ccccc3c2)C(=O)NCC(=O)NC1Cc1ccc(O)cc1,1
c1cncc(CNCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)c1,1
c1ccc(CNCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)cc1,1
c1ccc2c(c1)CNC(CN(CCCCNCC1CCOCC1)C1CCCc3cccnc31)C2,1
FC1(F)CCC(NCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
c1ccc2c(c1)CNC(CN(Cc1ccc(CNCc3ccncc3)cc1)C1CCCc3cccnc31)C2,1
C(=CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21)CNC1CCOCC1,1
CC(C)CN1CCC2(CCN(Cc3ccc(C(=O)N(Cc4ncc[nH]4)Cc4ncc[nH]4)cc3)CC2)C1,1
O=C(NCCc1ccc2c(n1)NCCC2)Nc1ccc(C(F)(F)F)cc1,1
c1cnc2c(c1)CCCC2N(Cc1ccncn1)N1CCNCC1,1
CC(=CCN)CN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
CC(CN)=C(F)CN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
CC(C)N1CCN(c2cccc3c2CC(CN(C)C2CCCc4cccnc42)NC3)CC1,1
Clc1ccccc1CN1CCC(CNCc2cccc(-c3ccccc3)c2)CC1,1
Cc1ccccc1CNCC1CCN(Cc2ccccc2Cl)CC1,1
NCC=CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
NC1CCC(N(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
NCC1CC1CN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
N=C(N)NCCCC1NC(=N)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
c1cncc(CN(CCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)Cc2cccnc2)c1,1
CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)nc(-c3ccccc3)n2)CC1,1
NC1CCC(CN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
Cc1cccc(CNCC2CCN(Cc3ccccc3Cl)CC2)c1,1
Cc1cccc(CNCC2CCN(Cc3ccc(Cl)cc3)CC2)c1,1
NCCCCN(Cc1ncccc1O)C1CCCc2cccnc21,1
Cc1cccnc1CN(CCCCN)C(C)c1ccccn1,1
Cc1cccc(CN(CCCCN)C2CCCc3cccnc32)n1,1
N=C(N)NCCCC1NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=N)C(Cc2ccc3ccccc3c2)NC1=O,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
N=C(N)NCCCC1NC(=O)C(CCCNC(=N)N)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=N)C(Cc2ccc3ccccc3c2)NC1=O,1
N=C(N)NCCCC1NC(=O)C(CCCN)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,1
N=C(N)NCCCC1NC(=O)C(CCN=C(N)N)NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC1=O,1
NC(=O)NCC=CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCCCC2)N2CCN=C2S1,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCC2)N2CCN=C2S1,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCCC2)N2CCN=C2S1,1
C1=C(CSC(=NC2CCCCC2)NC2CCCC2)N2CCN=C2S1,1
NCC=CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
Cc1cccc(CNCC2CCN(Cc3ccccc3Cl)CC2)c1,1
Oc1ccc(CNCC2CCN(Cc3ccccc3Cl)CC2)cc1,1
CC1(C)CN2C(CSC(=NC3CCCCC3)NC3CCCCC3)=CSC2=N1,1
NCCCCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
c1ccc(CN(CCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)Cc2ccccn2)nc1,1
O=S1(=O)CCC(NCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
CC(C)(CN)CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
c1ccc2c(c1)CNC(CN(Cc1ccc(CNCC3CCOCC3)cc1)C1CCCc3cccnc31)C2,1
FC1(F)CCC(NCc2ccc(CN(CC3Cc4ccccc4CN3)C3CCCc4cccnc43)cc2)CC1,1
CN(C)C1CCN(N(Cc2ccncn2)C2CCCc3cccnc32)C1,1
CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)ncn2)CC1,1
CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)ncn2)CC1,1
c1ccc(NCc2ccc(CNc3ccccn3)cc2)nc1,1
NCCCCN(CC1CN(S(=O)(=O)c2ccc(Cl)cc2)CCN1)C1CCCc2cccnc21,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
CN1CCN(c2cccc3nc(CN(C)C4CCCc5cccnc54)c(CO)n23)CC1,1
NCc1ncoc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCc1ccccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCc1cc(CO)ccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
OCCN1CCN(N(Cc2ccncn2)C2CCCc3cccnc32)CC1,1
CN(C)C1CCN(N(Cc2ccncn2)C2CCCc3cccnc32)CC1,1
c1cnc2c(c1)CCCC2N(Cc1ccncn1)N1CCN(CC2CC2)CC1,1
NCc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,1
CON=Cc1ccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c(CN)c1,1
C1=C(CSC(=NC2CCCC2)NC2CCCC2)N2CCN=C2S1,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCCC2)N2CCN=C2S1,1
CS(=O)(=O)N1CCN(CCN(Cc2nccc3c2[nH]c2ccccc23)C2CCCc3cccnc32)CC1,1
CC(C)(C)C(=O)N1CCN(CCCN(Cc2nccc3c2[nH]c2ccccc23)C2CCCc3cccnc32)CC1,1
c1cnc2c(c1)CCCC2N(CCCCN1CCNCC1)Cc1nccc2c1[nH]c1ccccc12,1
COCCn1c2ccccc2c2ccnc(CN(CCCCN)C3CCCc4cccnc43)c21,1
COCCn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
C#CCn1c2ccccc2c2ccnc(CN(CCCCN)C3CCCc4cccnc43)c21,1
NCCCCN(Cc1nccc2c3ccccc3n(CCN3CCOCC3)c12)C1CCCc2cccnc21,1
O=C(O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
OCCn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
c1cc(CN2CCCNCCNCCCNCC2)ccc1CN1CCCNCCNCCCNCC1,1
Cc1nc(CN2CCCC2c2ccccn2)cc(N2CCN(C)CC2)n1,1
CN1CCN(c2cc(CN(CCCCNC(=O)OC(C)(C)C)C3CCCc4cccnc43)ncn2)CC1,1
Clc1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,1
NCc1cccc(CN(Cc2nc3ccccc3[nH]2)C2CCCc3cccnc32)c1,1
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
COc1nc(CN(C)C2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,1
CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)nc(N3CCOCC3)n2)CC1,1
NCCCCN(CC1CN(c2ccccc2)CCN1)C1CCCc2cccnc21,1
NCCCCN(CC1CN(C(=O)c2ccccc2)CCN1)C1CCCc2cccnc21,1
Cc1cccc(CN(CCCCN)C2CCCc3cccnc32)n1,1
CC(C)c1cccnc1CN(CCCCN)C1CCCc2cccnc21,1
CC(c1ccccn1)N(CCCCN)Cc1ncccc1N,1
Cc1cnc(CN(CCCCN)C(C)c2ccccn2)c(C)c1,1
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
CN(CC1Cc2c(cccc2N2CC3CNCC3C2)CN1)C1CCCc2cccnc21,1
CC1(C)CN2C(CSC(=NC3CCCCC3)NC3CCCCC3)=CSC2=N1,1
CNCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCCCCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NC(=O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
NCCCCN(Cc1nccc2c3ccccc3n(CCN3CCNCC3)c12)C1CCCc2cccnc21,1
C1=C(CSC(=NC2CCCCC2)NC2CCCC2)N2CCN=C2S1,1
C1=C(CSC(=NC2CCCCC2)NC2CCCCC2)N2CCCN=C2S1,1
c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1cc2c(cn1)[nH]c1ccccc12,1
NC(=O)CCCN(Cc1nccc2c1[nH]c1ccccc12)C1CCCc2cccnc21,1
CC(C)(C)OC(=O)Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNC(=O)C(Cc2ccc3ccccc3c2)NC(=O)C(CCCNC(=N)N)NC1=O,1
Cc1nc(CN2CCCC2c2ccccn2)cc(N2CCN(C)CC2)n1,1
Cc1nc(CN2CCCC2c2ncccc2C)cc(NCCN2CCOCC2)n1,1
CN1C(=O)CNC(=O)C(Cc2ccc(O)cc2)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C1Cc1ccc2ccccc2c1,1
c1ccc(Cn2c3ccccc3c3ccnc(CN(CCCN4CCNCC4)C4CCCc5cccnc54)c32)cc1,1
NCCCCN(Cc1nccc2c3ccccc3n(CCCN3CCNCC3=O)c12)C1CCCc2cccnc21,1
CC1CN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)C4CCCc5cccnc54)c32)CC(C)O1,1
CN1CCN(C(=O)Cn2c3ccccc3c3ccnc(CN(CCCCN)C4CCCc5cccnc54)c32)CC1,1
c1cc2nc(c1)CCNCCN(Cc1ccc(CN3CCNCCc4cccc(n4)CCNCC3)cc1)CCNCC2,1
c1ccc(CN2CCC(Nc3nccc(N4CCCCCC4)n3)C2)cc1,1
O=C(NCCc1ccc2c(n1)NCCC2)Nc1cccc2ccccc12,1
c1ccc(CN(Cc2ccc(CN3CCCNCCNCCCNCC3)cc2)Cc2ccccn2)nc1,1
N=C(N)NCCCC1NC(=O)C(Cc2ccc(O)cc2)NC(=O)CNCC(Cc2ccc3ccccc3c2)NC(=O)C(CCCN=C(N)N)NC1=O,1
NCc1sccc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
NCc1occc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)nc(N)n2)CC1,1
Cc1nc(CN(C)C2CCCc3cccnc32)cc(N2CCN(C3COC3)CC2)n1,1
Cc1nc(CN(C)C2CCCc3cccnc32)c(F)c(N2CCN(C)CC2)n1,1
CN(Cc1ccccc1)S(=O)(=O)c1ccc(CN2CCCC2)cc1,1
NCC#CCN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
Cc1ccc(CN(CCCCN)C2CCCc3cccnc32)nc1,1
NCCCCN(Cc1ncccc1CO)C1CCCc2cccnc21,1
NCCCCN(Cc1ncccc1Cl)C1CCCc2cccnc21,1
NCc1ccoc1CN(Cc1nc2ccccc2[nH]1)C1CCCc2cccnc21,1
c1ccc2c(c1)CNC(CN(CC1CCNCC1)C1CCCc3cccnc31)C2,1
c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nc2ccccc2[nH]1,1
c1cnc2c(c1)CCCC2N(CCCN1CCNCC1)Cc1nc2ccccc2s1,1
c1ccc2c(c1)CNC(CN(CCCN1CCNCC1)C1CCCc3cccnc31)C2,1
NCCCCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
C(=CCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21)CNCc1cccnc1,1
Cc1ccnc(C(C)N(CCCCN)Cc2ncccc2C)c1,1
NCCCCN(CC1Cc2ccccc2CN1)C1CCCc2cccnc21,1
c1ccc2c(c1)CNC(CN(CCC1CCNCC1)C1CCCc3cccnc31)C2,1
NC(=O)N1CCN(CCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
c1ccc2c(c1)CNC(CN(CCCCNCC1CCSCC1)C1CCCc3cccnc31)C2,1
O=S1(=O)CCC(CNCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)CC1,1
CC(c1ccccn1)N(CCCCN)Cc1nc2ccccc2[nH]1,1
c1ccc(CNC(=NC2CCCCC2)SCC2CSC3=NCCN32)cc1,1
c1ccc(CNCCCCN(CC2Cc3ccccc3CN2)C2CCCc3cccnc32)nc1,1
c1ccc2c(c1)CNC(CN(CCCCNC1CCNCC1)C1CCCc3cccnc31)C2,1
c1cnc2c(c1)CCCC2N(CCCCNC1=NCCN1)Cc1nccc2c1[nH]c1ccccc12,1
CN(C)C(=O)NCCCCN(Cc1nccc2c1[nH]c1ccccc12)C1CCCc2cccnc21,1
NCCCCN(Cc1cc2c(cn1)[nH]c1ccccc12)C1CCCc2cccnc21,1
